,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
1472,name1473,lastname1473,NOV,19,1997,BS CTM,0918 386 9272,Female,Smart
1473,name1474,lastname1474,JAN,17,1998,BS CTM,0918 873 1895,Female,Smart
1474,name1475,lastname1475,NOV,27,2001,BS LM,0918 268 9223,Female,Smart
1475,name1476,lastname1476,MAR,17,1997,BS MGT,0917 446 5151,Female,Globe
1476,name1477,lastname1477,NOV,4,1998,BS CTM,0918 149 1182,Female,Smart
1477,name1478,lastname1478,APR,10,2000,BS CTM,0927 141 1139,Female,Globe
1478,name1479,lastname1479,APR,13,2001,BS LM,0918 322 9858,Female,Smart
1479,name1480,lastname1480,NOV,27,2000,BS ME,0918 185 8617,Male,Smart
1480,name1481,lastname1481,JUL,2,2001,BS MGT,0927 355 5906,Female,Globe
1481,name1482,lastname1482,AUG,3,2001,BS CTM,0917 260 1467,Male,Globe
1482,name1483,lastname1483,FEB,28,1997,BS LM,0918 673 1640,Female,Smart
1483,name1484,lastname1484,FEB,18,1999,BS ME,0927 400 7002,Male,Globe
1484,name1485,lastname1485,JAN,21,2001,BS MGT,0918 162 2673,Male,Smart
1485,name1486,lastname1486,FEB,12,1997,BS ME,0918 314 2326,Male,Smart
1486,name1487,lastname1487,FEB,6,2000,BS ME,0917 774 4619,Female,Globe
1487,name1488,lastname1488,MAY,8,1998,BS ME,0917 982 1304,Female,Globe
1488,name1489,lastname1489,AUG,25,1998,BS LM,0918 466 4113,Female,Smart
1489,name1490,lastname1490,NOV,15,1999,BS ME,0927 526 4600,Female,Globe
1490,name1491,lastname1491,NOV,19,1997,BS MGT,0917 840 5589,Female,Globe
1491,name1492,lastname1492,MAR,4,1999,BS CTM,0918 337 3436,Male,Smart
1492,name1493,lastname1493,SEP,17,2001,BS MGT,0918 850 8278,Female,Smart
1493,name1494,lastname1494,JUN,2,1999,BS ITE,0927 272 2481,Male,Globe
1494,name1495,lastname1495,MAY,1,1997,BS CTM,0927 317 8513,Female,Globe
1495,name1496,lastname1496,APR,1,1998,BS MGT,0917 472 2973,Female,Globe
1496,name1497,lastname1497,NOV,4,1997,BS ITE,0927 979 2316,Female,Globe
1497,name1498,lastname1498,APR,27,1997,BS CTM,0927 872 1565,Male,Globe
1498,name1499,lastname1499,SEP,13,2001,BS LM,0927 899 3998,Male,Globe
1499,name1500,lastname1500,JAN,16,1999,BS LM,0927 514 8153,Male,Globe
1500,name1501,lastname1501,DEC,7,1997,BS LM,0927 560 8025,Female,Globe
1501,name1502,lastname1502,JAN,18,2000,BS CTM,0917 943 7148,Female,Globe
1502,name1503,lastname1503,JAN,4,1998,BS LM,0927 376 3449,Female,Globe
1503,name1504,lastname1504,AUG,26,1998,BS ITE,0927 765 1116,Female,Globe
1504,name1505,lastname1505,APR,2,1999,BS CTM,0927 998 1959,Female,Globe
1505,name1506,lastname1506,NOV,28,1999,BS MGT,0917 426 2724,Male,Globe
1506,name1507,lastname1507,SEP,25,1997,BS ME,0917 538 1553,Female,Globe
1507,name1508,lastname1508,MAY,4,2001,BS CTM,0917 535 4647,Female,Globe
1508,name1509,lastname1509,MAY,7,1999,BS CTM,0927 195 1266,Female,Globe
1509,name1510,lastname1510,SEP,8,1998,BS CTM,0917 209 9303,Female,Globe
1510,name1511,lastname1511,APR,5,1999,BS CTM,0917 313 5237,Male,Globe
1511,name1512,lastname1512,JUN,4,1999,BS ME,0917 410 1813,Male,Globe
1512,name1513,lastname1513,NOV,20,1998,BS MGT,0917 690 5462,Male,Globe
1513,name1514,lastname1514,JUN,9,1998,BS MGT,0917 269 6027,Female,Globe
1514,name1515,lastname1515,SEP,21,1998,BS ITE,0918 167 3141,Female,Smart
1515,name1516,lastname1516,SEP,7,1999,BS MGT,0917 455 3546,Female,Globe
1516,name1517,lastname1517,DEC,23,1997,BS ITE,0917 220 3638,Male,Globe
1517,name1518,lastname1518,OCT,24,1997,BS CTM,0918 232 2424,Female,Smart
1518,name1519,lastname1519,MAR,15,1999,BS CTM,0927 477 8478,Female,Globe
1519,name1520,lastname1520,DEC,10,2001,BS CTM,0918 550 8210,Male,Smart
1520,name1521,lastname1521,JUL,9,1999,BS ITE,0918 774 1846,Female,Smart
1521,name1522,lastname1522,JUN,16,1998,BS ITE,0917 526 1163,Male,Globe
1522,name1523,lastname1523,FEB,23,1998,BS LM,0918 613 4122,Male,Smart
1523,name1524,lastname1524,OCT,17,1999,BS ITE,0927 235 1099,Female,Globe
1524,name1525,lastname1525,MAR,28,2000,BS ITE,0918 678 5551,Female,Smart
1525,name1526,lastname1526,FEB,19,1998,BS LM,0917 500 6762,Female,Globe
1526,name1527,lastname1527,NOV,20,1999,BS MGT,0917 508 6548,Male,Globe
1527,name1528,lastname1528,APR,26,2001,BS MGT,0917 264 4707,Male,Globe
1528,name1529,lastname1529,JUL,15,1998,BS CTM,0927 136 3607,Male,Globe
1529,name1530,lastname1530,JAN,7,1999,BS LM,0918 450 7095,Female,Smart
1530,name1531,lastname1531,NOV,19,1997,BS MGT,0927 585 7391,Female,Globe
1531,name1532,lastname1532,OCT,9,1998,BS CTM,0927 430 8844,Male,Globe
1532,name1533,lastname1533,JUN,17,1999,BS LM,0927 946 7151,Female,Globe
1533,name1534,lastname1534,MAY,6,2000,BS ITE,0917 965 3855,Male,Globe
1534,name1535,lastname1535,SEP,5,1998,BS CTM,0918 598 5927,Male,Smart
1535,name1536,lastname1536,JUN,12,2001,BS ITE,0918 747 8793,Male,Smart
1536,name1537,lastname1537,FEB,6,2000,BS ITE,0918 432 6128,Female,Smart
1537,name1538,lastname1538,MAY,18,1998,BS LM,0927 969 9809,Male,Globe
1538,name1539,lastname1539,JAN,24,1998,BS CTM,0917 756 4283,Male,Globe
1539,name1540,lastname1540,JUL,7,2000,BS ME,0917 242 1536,Female,Globe
1540,name1541,lastname1541,NOV,16,1999,BS CTM,0927 496 8246,Male,Globe
1541,name1542,lastname1542,FEB,3,1999,BS MGT,0918 579 6860,Female,Smart
1542,name1543,lastname1543,MAY,20,1997,BS LM,0927 715 5047,Female,Globe
1543,name1544,lastname1544,MAR,18,1997,BS ITE,0927 664 6033,Female,Globe
1544,name1545,lastname1545,FEB,7,1997,BS LM,0927 426 3430,Male,Globe
1545,name1546,lastname1546,FEB,9,2000,BS LM,0918 567 9539,Female,Smart
1546,name1547,lastname1547,MAR,4,1998,BS MGT,0927 498 3341,Male,Globe
1547,name1548,lastname1548,OCT,10,1999,BS CTM,0927 400 8565,Male,Globe
1548,name1549,lastname1549,JUN,23,1999,BS MGT,0917 760 6884,Male,Globe
1549,name1550,lastname1550,OCT,15,2000,BS LM,0918 410 4200,Female,Smart
1550,name1551,lastname1551,DEC,13,1998,BS ME,0927 449 1400,Male,Globe
1551,name1552,lastname1552,JUL,11,1997,BS LM,0918 442 4432,Male,Smart
1552,name1553,lastname1553,MAR,19,1998,BS CTM,0918 163 6088,Male,Smart
1553,name1554,lastname1554,JAN,10,1998,BS ME,0917 921 7601,Female,Globe
1554,name1555,lastname1555,DEC,27,1997,BS CTM,0918 837 7380,Male,Smart
1555,name1556,lastname1556,NOV,24,1999,BS ME,0917 742 7013,Female,Globe
1556,name1557,lastname1557,APR,2,1997,BS ME,0927 115 6056,Female,Globe
1557,name1558,lastname1558,JAN,19,1999,BS LM,0927 405 3000,Male,Globe
1558,name1559,lastname1559,AUG,20,2001,BS MGT,0917 917 7094,Female,Globe
1559,name1560,lastname1560,MAY,21,1998,BS ITE,0927 450 2022,Female,Globe
1560,name1561,lastname1561,NOV,10,1999,BS ME,0927 297 9539,Male,Globe
1561,name1562,lastname1562,JUN,23,1998,BS MGT,0927 386 9411,Female,Globe
1562,name1563,lastname1563,NOV,5,1998,BS MGT,0918 944 2477,Male,Smart
1563,name1564,lastname1564,JUL,28,1999,BS ME,0927 945 7548,Male,Globe
1564,name1565,lastname1565,AUG,15,1997,BS ME,0918 591 3333,Male,Smart
1565,name1566,lastname1566,AUG,12,1997,BS LM,0927 621 4551,Male,Globe
1566,name1567,lastname1567,JUN,2,2001,BS CTM,0917 500 8114,Male,Globe
1567,name1568,lastname1568,SEP,3,1999,BS LM,0927 815 1632,Male,Globe
1568,name1569,lastname1569,MAR,18,1999,BS ME,0918 632 3144,Male,Smart
1569,name1570,lastname1570,SEP,16,1997,BS MGT,0917 890 7944,Male,Globe
1570,name1571,lastname1571,APR,25,2001,BS MGT,0918 260 6647,Female,Smart
1571,name1572,lastname1572,SEP,14,2001,BS CTM,0918 868 4725,Male,Smart
1572,name1573,lastname1573,JAN,26,1997,BS LM,0917 900 3067,Male,Globe
1573,name1574,lastname1574,DEC,9,1998,BS LM,0917 564 3281,Male,Globe
1574,name1575,lastname1575,JAN,22,1998,BS MGT,0918 815 7208,Female,Smart
1575,name1576,lastname1576,MAR,17,1998,BS ITE,0927 632 3351,Female,Globe
1576,name1577,lastname1577,JAN,12,1997,BS ITE,0917 760 8418,Male,Globe
1577,name1578,lastname1578,FEB,27,1999,BS ME,0917 580 9793,Female,Globe
1578,name1579,lastname1579,MAY,15,1999,BS ME,0918 172 4970,Female,Smart
1579,name1580,lastname1580,MAY,18,1998,BS ITE,0918 272 5703,Female,Smart
1580,name1581,lastname1581,DEC,9,2001,BS LM,0918 962 6954,Female,Smart
1581,name1582,lastname1582,NOV,4,2000,BS ME,0927 491 6684,Female,Globe
1582,name1583,lastname1583,NOV,19,1997,BS MGT,0927 708 9046,Male,Globe
1583,name1584,lastname1584,JUL,21,1997,BS ME,0927 928 8064,Female,Globe
1584,name1585,lastname1585,MAR,5,1997,BS ME,0927 989 5381,Male,Globe
1585,name1586,lastname1586,SEP,25,1997,BS MGT,0917 862 5481,Male,Globe
1586,name1587,lastname1587,MAR,28,1997,BS ITE,0917 497 2907,Male,Globe
1587,name1588,lastname1588,APR,11,2001,BS ITE,0917 348 1333,Male,Globe
1588,name1589,lastname1589,MAY,5,1998,BS LM,0918 774 9374,Male,Smart
1589,name1590,lastname1590,JAN,22,2001,BS LM,0917 687 9040,Female,Globe
1590,name1591,lastname1591,FEB,28,2001,BS ITE,0927 533 2835,Male,Globe
1591,name1592,lastname1592,AUG,8,2001,BS CTM,0927 236 8391,Female,Globe
1592,name1593,lastname1593,DEC,22,1997,BS MGT,0918 783 9530,Male,Smart
1593,name1594,lastname1594,SEP,4,1997,BS MGT,0918 927 5880,Female,Smart
1594,name1595,lastname1595,JUN,25,2000,BS ITE,0927 661 6951,Female,Globe
1595,name1596,lastname1596,MAR,27,2000,BS LM,0918 359 1983,Female,Smart
1596,name1597,lastname1597,JUL,20,1999,BS MGT,0917 292 4179,Male,Globe
1597,name1598,lastname1598,NOV,15,1999,BS MGT,0918 285 8534,Male,Smart
1598,name1599,lastname1599,SEP,25,1998,BS ME,0918 164 8297,Male,Smart
1599,name1600,lastname1600,JUN,1,1998,BS CTM,0927 288 8492,Female,Globe
1600,name1601,lastname1601,FEB,15,1997,BS MGT,0918 867 9643,Female,Smart
1601,name1602,lastname1602,JUN,25,1997,BS ME,0918 905 1512,Female,Smart
1602,name1603,lastname1603,SEP,4,1999,BS ITE,0927 575 9786,Female,Globe
1603,name1604,lastname1604,MAY,19,1998,BS LM,0918 908 5902,Male,Smart
1604,name1605,lastname1605,APR,5,1999,BS CTM,0918 386 3965,Male,Smart
1605,name1606,lastname1606,MAY,20,1997,BS MGT,0917 109 8620,Female,Globe
1606,name1607,lastname1607,JAN,1,1997,BS CTM,0927 334 5450,Male,Globe
1607,name1608,lastname1608,APR,21,1998,BS ME,0918 812 1222,Male,Smart
1608,name1609,lastname1609,JUL,18,1998,BS LM,0918 857 7371,Female,Smart
1609,name1610,lastname1610,MAR,25,1999,BS MGT,0927 834 5521,Male,Globe
1610,name1611,lastname1611,APR,14,2000,BS MGT,0918 485 8289,Male,Smart
1611,name1612,lastname1612,JUN,13,1999,BS ME,0917 922 4155,Female,Globe
1612,name1613,lastname1613,FEB,15,1997,BS ME,0927 893 7520,Female,Globe
1613,name1614,lastname1614,JAN,1,1997,BS MGT,0917 326 3403,Male,Globe
1614,name1615,lastname1615,NOV,20,1997,BS CTM,0917 645 6607,Female,Globe
1615,name1616,lastname1616,APR,16,1998,BS ME,0917 434 7543,Male,Globe
1616,name1617,lastname1617,OCT,13,1999,BS CTM,0918 507 9807,Male,Smart
1617,name1618,lastname1618,MAY,18,1999,BS CTM,0917 169 2137,Female,Globe
1618,name1619,lastname1619,APR,25,1998,BS LM,0927 506 1238,Male,Globe
1619,name1620,lastname1620,JUL,17,1999,BS ITE,0918 368 9133,Male,Smart
1620,name1621,lastname1621,JUL,19,1999,BS ITE,0927 558 2114,Male,Globe
1621,name1622,lastname1622,MAY,9,1997,BS ME,0917 598 1160,Female,Globe
1622,name1623,lastname1623,OCT,28,1999,BS CTM,0927 997 8860,Male,Globe
1623,name1624,lastname1624,JUN,23,1999,BS ME,0927 973 3481,Male,Globe
1624,name1625,lastname1625,APR,7,1997,BS ME,0917 782 7480,Female,Globe
1625,name1626,lastname1626,JUL,7,1998,BS MGT,0918 772 9716,Male,Smart
1626,name1627,lastname1627,DEC,26,2000,BS MGT,0917 209 5036,Male,Globe
1627,name1628,lastname1628,OCT,1,1999,BS ITE,0918 718 3375,Male,Smart
1628,name1629,lastname1629,AUG,13,1999,BS LM,0918 777 6708,Male,Smart
1629,name1630,lastname1630,SEP,11,1997,BS ME,0917 782 7638,Male,Globe
1630,name1631,lastname1631,DEC,8,2001,BS ME,0917 700 9826,Male,Globe
1631,name1632,lastname1632,FEB,16,1999,BS LM,0917 422 5632,Male,Globe
1632,name1633,lastname1633,JUL,27,1998,BS MGT,0927 352 2048,Male,Globe
1633,name1634,lastname1634,JUN,25,2001,BS ITE,0927 667 4402,Female,Globe
1634,name1635,lastname1635,SEP,3,2000,BS ME,0918 354 2271,Female,Smart
1635,name1636,lastname1636,DEC,7,1998,BS CTM,0917 599 4743,Male,Globe
1636,name1637,lastname1637,DEC,22,1997,BS ME,0917 145 8973,Male,Globe
1637,name1638,lastname1638,APR,25,1997,BS ITE,0917 936 1237,Female,Globe
1638,name1639,lastname1639,MAR,8,1999,BS ITE,0917 530 9570,Female,Globe
1639,name1640,lastname1640,AUG,3,1998,BS MGT,0917 324 4108,Male,Globe
1640,name1641,lastname1641,JUN,14,1997,BS ME,0927 190 8210,Male,Globe
1641,name1642,lastname1642,DEC,12,1999,BS MGT,0917 475 3924,Female,Globe
1642,name1643,lastname1643,MAR,10,1997,BS MGT,0917 857 8466,Male,Globe
1643,name1644,lastname1644,SEP,21,2000,BS MGT,0918 456 3730,Male,Smart
1644,name1645,lastname1645,MAR,21,1998,BS ME,0918 845 7547,Male,Smart
1645,name1646,lastname1646,AUG,4,2001,BS MGT,0927 627 5354,Female,Globe
1646,name1647,lastname1647,FEB,5,2000,BS ME,0917 513 7001,Male,Globe
1647,name1648,lastname1648,JUL,8,1998,BS LM,0917 609 8149,Male,Globe
1648,name1649,lastname1649,MAR,17,1997,BS ME,0927 324 3799,Female,Globe
1649,name1650,lastname1650,APR,26,2001,BS CTM,0918 276 6108,Female,Smart
1650,name1651,lastname1651,MAY,16,1997,BS ME,0917 540 8194,Male,Globe
1651,name1652,lastname1652,JUL,23,1999,BS ITE,0927 805 2574,Male,Globe
1652,name1653,lastname1653,JUL,7,1998,BS CTM,0927 939 7447,Female,Globe
1653,name1654,lastname1654,NOV,4,1998,BS MGT,0918 279 3610,Male,Smart
1654,name1655,lastname1655,JAN,17,2000,BS CTM,0927 182 3538,Male,Globe
1655,name1656,lastname1656,MAY,9,2001,BS CTM,0917 225 2450,Female,Globe
1656,name1657,lastname1657,FEB,20,1997,BS ITE,0927 585 5387,Female,Globe
1657,name1658,lastname1658,NOV,17,1999,BS ITE,0927 132 4378,Female,Globe
1658,name1659,lastname1659,FEB,16,2001,BS MGT,0917 426 6016,Male,Globe
1659,name1660,lastname1660,MAR,4,1997,BS LM,0918 377 9121,Female,Smart
1660,name1661,lastname1661,DEC,19,1997,BS LM,0927 351 2073,Female,Globe
1661,name1662,lastname1662,MAY,11,2000,BS ITE,0917 331 9925,Male,Globe
1662,name1663,lastname1663,JUN,7,1999,BS ITE,0927 282 8654,Male,Globe
1663,name1664,lastname1664,JUN,9,2001,BS LM,0917 109 2041,Male,Globe
1664,name1665,lastname1665,MAR,27,1998,BS MGT,0918 876 9262,Female,Smart
1665,name1666,lastname1666,OCT,4,2000,BS LM,0917 493 5680,Female,Globe
1666,name1667,lastname1667,SEP,25,1999,BS LM,0917 782 2046,Female,Globe
1667,name1668,lastname1668,AUG,2,1998,BS CTM,0918 316 8589,Male,Smart
1668,name1669,lastname1669,JUN,16,1997,BS LM,0927 927 6310,Female,Globe
1669,name1670,lastname1670,JUL,19,1997,BS ME,0927 401 8816,Female,Globe
1670,name1671,lastname1671,FEB,27,2001,BS ITE,0917 234 2366,Male,Globe
1671,name1672,lastname1672,MAY,9,1999,BS LM,0917 211 9349,Female,Globe
1672,name1673,lastname1673,JAN,8,2000,BS CTM,0917 528 4529,Female,Globe
1673,name1674,lastname1674,NOV,19,1998,BS ME,0917 209 1835,Male,Globe
1674,name1675,lastname1675,MAY,28,1997,BS ITE,0927 267 4069,Female,Globe
1675,name1676,lastname1676,DEC,25,2000,BS LM,0918 406 5317,Female,Smart
1676,name1677,lastname1677,JUN,18,2000,BS CTM,0917 350 7936,Male,Globe
1677,name1678,lastname1678,NOV,13,2000,BS LM,0918 668 6906,Male,Smart
1678,name1679,lastname1679,MAY,12,2001,BS ITE,0918 764 1314,Male,Smart
1679,name1680,lastname1680,DEC,22,1998,BS ITE,0917 229 3120,Male,Globe
1680,name1681,lastname1681,MAR,25,1999,BS ME,0917 666 9320,Male,Globe
1681,name1682,lastname1682,OCT,21,1998,BS ME,0917 873 7447,Male,Globe
1682,name1683,lastname1683,NOV,10,1998,BS ME,0918 448 4070,Male,Smart
1683,name1684,lastname1684,DEC,21,1997,BS MGT,0927 860 2285,Male,Globe
1684,name1685,lastname1685,DEC,16,1997,BS LM,0918 282 8460,Male,Smart
1685,name1686,lastname1686,AUG,11,1997,BS ME,0927 380 8663,Male,Globe
1686,name1687,lastname1687,APR,24,1998,BS ME,0927 725 9531,Female,Globe
1687,name1688,lastname1688,JUN,3,1999,BS CTM,0917 961 3410,Female,Globe
1688,name1689,lastname1689,DEC,18,1999,BS ME,0927 408 9900,Male,Globe
1689,name1690,lastname1690,JUL,6,1997,BS ME,0917 697 3877,Female,Globe
1690,name1691,lastname1691,SEP,18,1997,BS ITE,0917 950 4112,Male,Globe
1691,name1692,lastname1692,MAY,4,2000,BS ITE,0917 331 2269,Female,Globe
1692,name1693,lastname1693,FEB,7,1998,BS ME,0927 843 6944,Male,Globe
1693,name1694,lastname1694,FEB,18,2001,BS MGT,0918 989 9777,Female,Smart
1694,name1695,lastname1695,JAN,10,1997,BS MGT,0918 959 8868,Female,Smart
1695,name1696,lastname1696,FEB,20,2001,BS ITE,0918 432 9643,Female,Smart
1696,name1697,lastname1697,MAR,7,1999,BS ITE,0918 351 6631,Male,Smart
1697,name1698,lastname1698,OCT,25,1999,BS ITE,0917 709 6669,Male,Globe
1698,name1699,lastname1699,DEC,5,1997,BS MGT,0917 708 6860,Male,Globe
1699,name1700,lastname1700,APR,18,1998,BS MGT,0917 493 5524,Female,Globe
1700,name1701,lastname1701,JUN,1,1997,BS CTM,0917 398 4541,Male,Globe
1701,name1702,lastname1702,JAN,19,1998,BS LM,0917 417 8666,Male,Globe
1702,name1703,lastname1703,JUN,22,1997,BS LM,0918 295 1382,Male,Smart
1703,name1704,lastname1704,FEB,2,1998,BS LM,0918 515 7421,Female,Smart
1704,name1705,lastname1705,JAN,1,1997,BS CTM,0917 311 3470,Female,Globe
1705,name1706,lastname1706,AUG,16,1998,BS ITE,0927 939 9260,Female,Globe
1706,name1707,lastname1707,SEP,23,2001,BS MGT,0927 986 3129,Male,Globe
1707,name1708,lastname1708,NOV,3,1997,BS ITE,0918 817 8602,Female,Smart
1708,name1709,lastname1709,DEC,18,1997,BS ITE,0918 765 3651,Male,Smart
1709,name1710,lastname1710,OCT,25,2001,BS LM,0927 603 1574,Female,Globe
1710,name1711,lastname1711,MAY,25,1998,BS ITE,0918 970 1693,Female,Smart
1711,name1712,lastname1712,DEC,19,1998,BS ME,0927 933 8376,Male,Globe
1712,name1713,lastname1713,APR,14,1997,BS MGT,0927 751 3712,Male,Globe
1713,name1714,lastname1714,AUG,15,2001,BS MGT,0918 236 8919,Male,Smart
1714,name1715,lastname1715,JUL,2,1997,BS CTM,0917 559 8093,Male,Globe
1715,name1716,lastname1716,SEP,25,2000,BS LM,0918 540 8555,Male,Smart
1716,name1717,lastname1717,NOV,5,1997,BS ITE,0918 894 2375,Male,Smart
1717,name1718,lastname1718,MAY,17,1997,BS ME,0918 838 2342,Female,Smart
1718,name1719,lastname1719,JUL,2,2000,BS ME,0927 631 8040,Female,Globe
1719,name1720,lastname1720,JAN,6,1997,BS LM,0917 738 1839,Male,Globe
1720,name1721,lastname1721,JUL,23,1998,BS CTM,0927 544 3279,Female,Globe
1721,name1722,lastname1722,MAR,4,1998,BS ITE,0917 693 8959,Female,Globe
1722,name1723,lastname1723,MAY,22,1998,BS ITE,0917 281 3092,Female,Globe
1723,name1724,lastname1724,JUN,10,1997,BS MGT,0917 252 6526,Female,Globe
1724,name1725,lastname1725,APR,23,1998,BS CTM,0927 268 5622,Male,Globe
1725,name1726,lastname1726,SEP,26,1997,BS LM,0917 660 9137,Female,Globe
1726,name1727,lastname1727,JAN,26,1998,BS ME,0927 581 4936,Male,Globe
1727,name1728,lastname1728,AUG,19,1997,BS MGT,0917 565 5934,Female,Globe
1728,name1729,lastname1729,NOV,12,1997,BS LM,0918 776 4007,Female,Smart
1729,name1730,lastname1730,APR,13,1999,BS ME,0918 461 2548,Female,Smart
1730,name1731,lastname1731,AUG,22,1998,BS CTM,0927 368 7728,Female,Globe
1731,name1732,lastname1732,AUG,21,1998,BS MGT,0927 376 2938,Male,Globe
1732,name1733,lastname1733,JAN,19,2000,BS CTM,0927 740 2743,Female,Globe
1733,name1734,lastname1734,JUN,15,2000,BS LM,0918 200 7458,Female,Smart
1734,name1735,lastname1735,MAR,26,1997,BS LM,0927 632 8106,Female,Globe
1735,name1736,lastname1736,OCT,17,1997,BS LM,0917 653 7150,Female,Globe
1736,name1737,lastname1737,AUG,1,2001,BS MGT,0917 932 2383,Male,Globe
1737,name1738,lastname1738,FEB,4,2001,BS LM,0927 173 7762,Male,Globe
1738,name1739,lastname1739,AUG,26,2000,BS MGT,0918 647 9671,Female,Smart
1739,name1740,lastname1740,MAY,14,1999,BS LM,0927 225 6935,Female,Globe
1740,name1741,lastname1741,SEP,8,2000,BS ITE,0918 863 7980,Female,Smart
1741,name1742,lastname1742,SEP,7,1999,BS MGT,0918 301 7635,Female,Smart
1742,name1743,lastname1743,MAY,17,2000,BS LM,0927 965 1587,Female,Globe
1743,name1744,lastname1744,OCT,27,1997,BS ITE,0927 478 1325,Male,Globe
1744,name1745,lastname1745,JAN,6,1998,BS LM,0917 321 6378,Male,Globe
1745,name1746,lastname1746,OCT,16,1997,BS ITE,0927 928 7417,Female,Globe
1746,name1747,lastname1747,JUL,12,1997,BS MGT,0918 401 2702,Female,Smart
1747,name1748,lastname1748,SEP,11,1999,BS CTM,0927 864 1701,Male,Globe
1748,name1749,lastname1749,MAY,17,2000,BS LM,0918 375 9630,Female,Smart
1749,name1750,lastname1750,FEB,1,1997,BS MGT,0918 185 8937,Male,Smart
1750,name1751,lastname1751,MAY,6,1999,BS MGT,0927 144 4452,Male,Globe
1751,name1752,lastname1752,SEP,17,1997,BS ITE,0927 798 4040,Female,Globe
1752,name1753,lastname1753,APR,18,1998,BS ITE,0918 386 4372,Male,Smart
1753,name1754,lastname1754,APR,20,1997,BS LM,0918 400 4239,Female,Smart
1754,name1755,lastname1755,JUN,2,1997,BS ME,0917 482 1573,Female,Globe
1755,name1756,lastname1756,MAY,2,1998,BS ITE,0927 942 1394,Female,Globe
1756,name1757,lastname1757,MAY,11,1999,BS LM,0927 545 6854,Male,Globe
1757,name1758,lastname1758,OCT,21,1997,BS CTM,0918 862 8091,Male,Smart
1758,name1759,lastname1759,MAY,14,1998,BS ITE,0927 634 2284,Female,Globe
1759,name1760,lastname1760,AUG,17,1998,BS CTM,0927 350 8183,Male,Globe
1760,name1761,lastname1761,MAR,28,1998,BS MGT,0917 272 5999,Female,Globe
1761,name1762,lastname1762,MAY,13,1998,BS CTM,0927 468 8484,Male,Globe
1762,name1763,lastname1763,MAY,2,1998,BS CTM,0917 459 3522,Male,Globe
1763,name1764,lastname1764,JUN,3,1999,BS ME,0927 309 1720,Female,Globe
1764,name1765,lastname1765,FEB,18,1998,BS ME,0927 972 9371,Female,Globe
1765,name1766,lastname1766,SEP,28,2001,BS CTM,0918 399 7923,Male,Smart
1766,name1767,lastname1767,NOV,13,1998,BS MGT,0927 112 2072,Male,Globe
1767,name1768,lastname1768,NOV,21,1998,BS ITE,0927 244 5177,Male,Globe
1768,name1769,lastname1769,DEC,8,1999,BS MGT,0927 750 6690,Female,Globe
1769,name1770,lastname1770,JAN,5,1999,BS CTM,0918 321 4539,Female,Smart
1770,name1771,lastname1771,NOV,4,1997,BS ITE,0927 622 7513,Male,Globe
1771,name1772,lastname1772,DEC,27,1999,BS LM,0927 439 5173,Male,Globe
1772,name1773,lastname1773,FEB,16,1999,BS ME,0927 886 5322,Male,Globe
1773,name1774,lastname1774,MAR,13,1999,BS CTM,0917 458 2332,Male,Globe
1774,name1775,lastname1775,DEC,8,1998,BS CTM,0927 126 7838,Male,Globe
1775,name1776,lastname1776,APR,19,1999,BS ITE,0917 704 1136,Female,Globe
1776,name1777,lastname1777,APR,15,2001,BS LM,0917 223 5890,Male,Globe
1777,name1778,lastname1778,MAY,25,1998,BS MGT,0927 948 7837,Female,Globe
1778,name1779,lastname1779,FEB,12,1998,BS ITE,0927 897 3040,Female,Globe
1779,name1780,lastname1780,MAY,16,2001,BS LM,0918 581 2425,Male,Smart
1780,name1781,lastname1781,JUL,22,2001,BS MGT,0918 753 4933,Male,Smart
1781,name1782,lastname1782,AUG,18,2001,BS LM,0927 241 5308,Male,Globe
1782,name1783,lastname1783,OCT,21,1997,BS ITE,0917 650 8776,Male,Globe
1783,name1784,lastname1784,APR,26,1998,BS CTM,0918 843 2763,Female,Smart
1784,name1785,lastname1785,SEP,10,1997,BS ITE,0918 657 1572,Male,Smart
1785,name1786,lastname1786,AUG,14,1997,BS CTM,0917 134 4322,Male,Globe
1786,name1787,lastname1787,AUG,1,1998,BS LM,0927 185 9470,Male,Globe
1787,name1788,lastname1788,SEP,16,1998,BS LM,0927 530 2041,Female,Globe
1788,name1789,lastname1789,AUG,12,2000,BS LM,0917 274 4019,Male,Globe
1789,name1790,lastname1790,JAN,16,1998,BS ME,0927 888 5310,Male,Globe
1790,name1791,lastname1791,MAY,21,1997,BS ITE,0918 510 4996,Female,Smart
1791,name1792,lastname1792,JUL,21,1999,BS MGT,0917 945 8298,Female,Globe
1792,name1793,lastname1793,NOV,1,1998,BS LM,0927 830 1201,Female,Globe
1793,name1794,lastname1794,JUL,10,1999,BS MGT,0918 956 2885,Male,Smart
1794,name1795,lastname1795,AUG,9,1999,BS MGT,0927 534 6657,Female,Globe
1795,name1796,lastname1796,MAY,16,1998,BS ITE,0917 561 9612,Male,Globe
1796,name1797,lastname1797,FEB,14,1998,BS MGT,0917 911 6438,Male,Globe
1797,name1798,lastname1798,MAY,21,2000,BS CTM,0917 488 8960,Male,Globe
1798,name1799,lastname1799,JUL,18,1997,BS ITE,0917 914 4274,Female,Globe
1799,name1800,lastname1800,JUN,8,1997,BS ME,0918 386 6944,Female,Smart
